302,927,69
21,910,83
274,824,42
152,149,94
998,27,91
67,283,1
237,730,64
425,643,32
926,438,86
881,564,55
939,56,19
408,954,54
565,286,99
268,525,54
798,764,14
745,170,13
605,454,35
663,643,34
262,299,73
198,736,1
408,539,1
562,294,61
767,155,15
974,216,98
767,111,77
311,926,25
149,757,46
40,907,59
35,55,85
914,921,59
819,82,50
431,318,54
96,935,77
63,423,58
943,811,16
525,3,83
822,165,30
167,238,34
577,12,27
745,565,11
604,767,77
567,205,99
455,11,47
34,830,68
468,261,99
433,382,1
811,909,9
155,777,61
910,814,93
311,747,52
303,342,6
73,229,77
967,386,92
236,327,78
419,256,82
314,528,28
235,243,60
726,376,64
128,966,31
521,663,19
235,557,20
100,92,75
701,407,21
594,255,18
455,397,73
706,221,37
689,304,39
19,333,0
258,999,72
95,606,6
986,973,93
25,638,3
371,922,91
602,95,93
109,992,28
337,40,86
394,798,73
850,386,49
533,566,14
44,45,32
679,784,35
767,618,55
256,559,16
702,164,81
972,589,84
452,214,21
450,584,7
826,330,4
219,276,33
606,902,15
858,289,63
971,493,26
834,370,0
271,556,53
320,623,48
275,463,91
591,891,83
228,939,33
579,833,10
386,860,93
632,842,78
250,352,81
644,648,70
2,339,22
271,927,6
229,401,48
125,528,33
236,557,4
184,179,56
368,485,73
958,157,6
97,368,73
328,858,74
815,849,22
814,356,27
774,465,14
107,322,55
199,121,55
709,268,88
250,916,96
215,877,31
396,355,3
816,620,31
358,551,86
547,231,80
366,920,42
322,231,92
978,718,40
559,865,86
983,637,95
882,458,13
279,938,68
737,562,6
39,274,46
951,329,97
972,128,9
905,163,87
947,945,24
909,402,29
363,697,75
111,84,78
698,43,85
128,601,60
886,417,87
216,368,60
490,402,35
359,551,48
