99.0,499.0,459.0
0.0,499.0,380.0
0.0,78.0,201.0
27.0,352.0,371.0
23.0,467.0,397.0
23.0,446.0,394.0
22.0,487.0,396.0
16.0,404.0,381.0
0.0,265.0,326.0
0.0,237.0,307.0
0.0,199.0,281.0
0.0,147.0,229.0
0.0,106.0,201.0
99.0,496.0,58.0
99.0,484.0,248.0
99.0,471.0,274.0
99.0,470.0,229.0
99.0,453.0,5.0
99.0,450.0,249.0
99.0,431.0,35.0
99.0,427.0,94.0
99.0,422.0,333.0
99.0,420.0,18.0
99.0,405.0,435.0
99.0,397.0,23.0
99.0,395.0,393.0
99.0,395.0,151.0
99.0,384.0,368.0
99.0,382.0,306.0
99.0,372.0,216.0
99.0,371.0,79.0
99.0,363.0,183.0
99.0,362.0,354.0
99.0,358.0,271.0
99.0,358.0,132.0
99.0,351.0,399.0
99.0,351.0,229.0
99.0,347.0,317.0
99.0,340.0,130.0
99.0,337.0,291.0
99.0,335.0,318.0
99.0,323.0,307.0
99.0,313.0,43.0
99.0,312.0,332.0
99.0,312.0,294.0
99.0,308.0,372.0
99.0,305.0,355.0
99.0,304.0,449.0
99.0,297.0,173.0
99.0,291.0,349.0
99.0,279.0,160.0
99.0,276.0,320.0
99.0,270.0,264.0
99.0,266.0,385.0
99.0,264.0,4.0
99.0,260.0,358.0
99.0,256.0,435.0
99.0,256.0,319.0
99.0,243.0,155.0
99.0,234.0,48.0
99.0,232.0,347.0
99.0,229.0,241.0
99.0,229.0,91.0
99.0,218.0,299.0
99.0,213.0,242.0
99.0,176.0,191.0
99.0,175.0,344.0
99.0,169.0,385.0
99.0,168.0,259.0
99.0,167.0,274.0
99.0,134.0,374.0
99.0,124.0,248.0
99.0,98.0,106.0
99.0,79.0,335.0
99.0,64.0,52.0
99.0,60.0,279.0
99.0,58.0,298.0
99.0,57.0,246.0
99.0,34.0,337.0
99.0,33.0,172.0
99.0,0.0,124.0
98.0,496.0,183.0
98.0,411.0,401.0
98.0,348.0,381.0
98.0,322.0,190.0
98.0,223.0,29.0
98.0,220.0,10.0
98.0,191.0,309.0
98.0,174.0,331.0
98.0,151.0,37.0
98.0,125.0,159.0
98.0,100.0,87.0
98.0,74.0,206.0
97.0,476.0,79.0
97.0,459.0,48.0
97.0,414.0,298.0
97.0,402.0,329.0
97.0,391.0,168.0
97.0,384.0,56.0
97.0,370.0,466.0
97.0,363.0,380.0
97.0,360.0,319.0
97.0,352.0,50.0
97.0,339.0,461.0
97.0,335.0,60.0
97.0,318.0,74.0
97.0,224.0,379.0
97.0,161.0,4.0
97.0,124.0,319.0
97.0,112.0,355.0
97.0,98.0,151.0
97.0,98.0,30.0
97.0,87.0,100.0
97.0,74.0,135.0
97.0,47.0,67.0
97.0,37.0,105.0
97.0,6.0,206.0
96.0,476.0,28.0
96.0,441.0,304.0
96.0,422.0,236.0
96.0,406.0,254.0
96.0,402.0,47.0
96.0,397.0,275.0
96.0,389.0,342.0
96.0,299.0,146.0
96.0,298.0,313.0
96.0,284.0,59.0
96.0,263.0,288.0
96.0,88.0,310.0
96.0,60.0,156.0
96.0,57.0,144.0
96.0,45.0,86.0
96.0,30.0,15.0
95.0,498.0,315.0
95.0,475.0,205.0
95.0,427.0,283.0
95.0,409.0,276.0
95.0,409.0,195.0
95.0,406.0,231.0
95.0,356.0,304.0
95.0,341.0,419.0
95.0,317.0,30.0
95.0,291.0,218.0
95.0,284.0,16.0
95.0,249.0,215.0
95.0,239.0,264.0
95.0,155.0,119.0
95.0,100.0,173.0
95.0,98.0,265.0
95.0,76.0,190.0
95.0,76.0,7.0
95.0,52.0,337.0
95.0,47.0,276.0
95.0,35.0,151.0
95.0,18.0,112.0
95.0,17.0,30.0
95.0,16.0,13.0
95.0,6.0,339.0
94.0,489.0,204.0
94.0,464.0,256.0
94.0,439.0,102.0
94.0,437.0,255.0
94.0,409.0,171.0
94.0,383.0,286.0
94.0,378.0,246.0
94.0,377.0,180.0
94.0,288.0,374.0
94.0,286.0,118.0
94.0,254.0,35.0
94.0,240.0,321.0
94.0,226.0,328.0
94.0,210.0,225.0
94.0,202.0,157.0
94.0,176.0,164.0
94.0,75.0,308.0
94.0,18.0,70.0
93.0,492.0,71.0
93.0,441.0,208.0
93.0,349.0,193.0
93.0,321.0,251.0
93.0,315.0,236.0
93.0,252.0,191.0
93.0,197.0,45.0
93.0,183.0,404.0
93.0,163.0,288.0
93.0,159.0,72.0
93.0,156.0,389.0
93.0,133.0,190.0
93.0,52.0,46.0
93.0,35.0,57.0
93.0,20.0,187.0
92.0,499.0,263.0
92.0,431.0,269.0
92.0,430.0,145.0
92.0,334.0,107.0
92.0,334.0,18.0
92.0,319.0,95.0
92.0,317.0,203.0
92.0,272.0,227.0
92.0,108.0,196.0
92.0,106.0,185.0
92.0,29.0,308.0
92.0,19.0,141.0
91.0,449.0,291.0
91.0,372.0,51.0
91.0,359.0,160.0
91.0,345.0,252.0
91.0,327.0,457.0
91.0,235.0,217.0
91.0,220.0,78.0
91.0,193.0,73.0
91.0,113.0,280.0
91.0,92.0,238.0
91.0,90.0,348.0
90.0,406.0,139.0
90.0,305.0,385.0
90.0,212.0,370.0
90.0,201.0,206.0
90.0,110.0,243.0
90.0,54.0,318.0
89.0,497.0,300.0
89.0,442.0,89.0
89.0,384.0,69.0
89.0,285.0,186.0
89.0,222.0,117.0
89.0,210.0,327.0
89.0,166.0,95.0
89.0,122.0,102.0
89.0,102.0,6.0
89.0,60.0,25.0
89.0,17.0,44.0
88.0,493.0,32.0
88.0,463.0,221.0
88.0,459.0,192.0
88.0,456.0,273.0
88.0,448.0,150.0
88.0,425.0,195.0
88.0,424.0,104.0
88.0,331.0,168.0
88.0,302.0,373.0
88.0,286.0,441.0
88.0,273.0,139.0
88.0,238.0,296.0
88.0,222.0,49.0
88.0,199.0,189.0
88.0,155.0,222.0
88.0,151.0,149.0
88.0,137.0,318.0
88.0,88.0,135.0
88.0,68.0,81.0
88.0,60.0,129.0
88.0,29.0,26.0
87.0,492.0,278.0
87.0,481.0,285.0
87.0,364.0,277.0
87.0,291.0,40.0
87.0,223.0,97.0
87.0,222.0,276.0
87.0,206.0,2.0
87.0,152.0,370.0
87.0,151.0,301.0
87.0,37.0,204.0
87.0,0.0,230.0
86.0,454.0,85.0
86.0,406.0,415.0
86.0,402.0,300.0
86.0,338.0,449.0
86.0,251.0,77.0
86.0,243.0,397.0
86.0,214.0,161.0
86.0,194.0,98.0
86.0,161.0,55.0
86.0,155.0,107.0
86.0,154.0,21.0
86.0,115.0,225.0
86.0,109.0,304.0
86.0,0.0,167.0
85.0,431.0,23.0
85.0,366.0,211.0
85.0,366.0,67.0
85.0,315.0,8.0
85.0,299.0,55.0
85.0,267.0,119.0
85.0,236.0,148.0
85.0,161.0,341.0
85.0,157.0,37.0
85.0,126.0,54.0
85.0,110.0,127.0
85.0,99.0,287.0
85.0,85.0,255.0
85.0,18.0,93.0
84.0,491.0,104.0
84.0,438.0,237.0
84.0,420.0,346.0
84.0,315.0,172.0
84.0,298.0,18.0
84.0,255.0,102.0
84.0,202.0,273.0
84.0,123.0,292.0
84.0,85.0,150.0
84.0,75.0,105.0
84.0,20.0,153.0
84.0,2.0,131.0
83.0,479.0,224.0
83.0,471.0,164.0
83.0,463.0,308.0
83.0,397.0,250.0
83.0,344.0,277.0
83.0,329.0,354.0
83.0,278.0,96.0
83.0,247.0,172.0
83.0,80.0,50.0
83.0,21.0,219.0
83.0,21.0,207.0
83.0,20.0,255.0
82.0,428.0,297.0
82.0,421.0,92.0
82.0,409.0,194.0
82.0,196.0,257.0
82.0,105.0,263.0
82.0,27.0,279.0
81.0,450.0,7.0
81.0,359.0,333.0
