 ,Area,Mean,Min,Max,X,Y,Slice,Counter,Count
1,0.000,63220,63220,63220,12.467,12.178,2,0,45
2,0.000,62754,62754,62754,8.950,11.693,11,0,45
3,0.000,54130,54130,54130,11.634,11.437,10,0,45
4,0.000,27734,27734,27734,16.102,11.555,10,0,45
5,0.000,64467,64467,64467,12.126,13.051,21,0,45
6,0.000,54303,54303,54303,12.618,13.425,18,0,45
7,0.000,63615,63615,63615,11.398,8.524,19,0,45
8,0.000,63066,63066,63066,9.843,11.713,32,0,45
9,0.000,30392,30392,30392,11.201,11.831,34,0,45
10,0.000,37789,37789,37789,9.370,10.315,35,0,45
11,0.000,63657,63657,63657,11.142,9.390,42,0,45
12,0.000,62484,62484,62484,11.358,8.563,30,0,45
13,0.000,63167,63167,63167,11.673,10.295,57,0,45
14,0.000,45483,45483,45483,11.811,10.512,62,0,45
15,0.000,26134,26134,26134,10.512,11.339,63,0,45
16,0.000,24252,24252,24252,13.622,10.138,61,0,45
17,0.000,28346,28346,28346,11.339,9.803,48,0,45
18,0.000,26856,26856,26856,11.063,9.921,52,0,45
19,0.000,52011,52011,52011,10.453,10.886,75,0,45
20,0.000,63906,63906,63906,10.965,10.492,84,0,45
21,0.000,24710,24710,24710,13.189,10.886,84,0,45
22,0.000,24376,24376,24376,11.831,10.315,73,0,45
23,0.000,18147,18147,18147,11.280,11.063,71,0,45
24,0.000,31060,31060,31060,11.299,9.409,49,0,45
25,0.000,41308,41308,41308,11.594,8.760,27,0,45
26,0.000,16987,16987,16987,12.539,9.921,36,0,45
27,0.000,14958,14958,14958,13.917,9.902,36,0,45
28,0.000,18239,18239,18239,11.161,10.157,33,0,45
29,0.000,26398,26398,26398,11.969,11.476,19,0,45
30,0.000,23630,23630,23630,11.575,11.417,18,0,45
31,0.000,18420,18420,18420,12.165,10.827,15,0,45
32,0.000,14550,14550,14550,12.835,10.177,15,0,45
33,0.000,46553,46553,46553,11.043,8.425,7,0,45
34,0.000,35559,35559,35559,8.622,10.098,4,0,45
35,0.000,38707,38707,38707,9.193,11.752,8,0,45
36,0.000,24907,24907,24907,11.555,10.768,70,0,45
37,0.000,20230,20230,20230,10.394,10.374,95,0,45
38,0.000,25445,25445,25445,10.374,10.846,90,0,45
39,0.000,43012,43012,43012,11.024,9.469,36,0,45
40,0.000,19714,19714,19714,8.898,10.453,24,0,45
41,0.000,16840,16840,16840,11.693,11.319,31,0,45
42,0.000,22264,22264,22264,10.965,9.961,75,0,45
43,0.000,12885,12885,12885,10.020,9.882,70,0,45
44,0.000,15742,15742,15742,11.732,11.752,24,0,45
45,0.000,34155,34155,34155,9.882,7.559,1,0,45
