54,251,379
37,187,301
98,218,299
88,238,296
99,270,265
99,276,321
80,329,354
76,311,384
99,168,259
84,202,273
92,93,237
98,191,309
93,198,302
95,234,285
72,139,268
97,290,349
93,288,374
97,311,333
78,190,343
74,276,343
97,231,348
96,298,312
94,211,307
96,113,355
82,152,301
79,155,222
67,94,300
60,171,297
43,284,371
92,28,308
55,75,294
15,121,283
30,99,287
85,109,304
91,230,295
29,212,295
87,222,277
42,199,322
93,225,328
93,240,321
95,224,354
87,225,361
98,256,319
98,263,321
92,281,353
99,300,338
99,315,338
64,298,352
99,306,331
98,266,386
91,284,386
98,291,385
54,315,390
73,302,408
65,309,423
21,329,405
